id,naslov,avtor_id,avtor,leto,ocena,st_ocen,st_kritik 
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",656983,J.R.R. Tolkien,1955,4.49,481844,10344
14769,Davita's Harp,7385,Chaim Potok,1985,3.97,5167,337
97961,"Archangel (Samaria, #1)",28544,Sharon Shinn,1996,4.04,9323,736
91659,"Gabriela, Clavo y Canela",52683,Jorge Amado,1958,4.11,5293,354
531509,Herland,29527,Charlotte Perkins Gilman,1915,3.49,11677,1118
126232,Jaws,59542,Peter Benchley,1973,3.97,119262,2843
43780,"Vampire Chronicles: Interview with the Vampire, The Vampire Lestat, The Queen of the Damned (Anne Rice)",7577,Anne Rice,1989,4.26,11930,188
5096,"Wizard and Glass (The Dark Tower, #4)",3389,Stephen King,1997,4.25,139013,4959
5515,The Diary of Anne Frank: And Related Readings,3731,Frances Goodrich,1955,4.04,6140,561
51114,Women of the Silk,28719,Gail Tsukiyama,1991,3.94,13844,998
411496,Voss,50783,Patrick White,1957,3.77,2131,178
759960,Rumble Fish,762707,S.E. Hinton,1975,3.78,16543,849
579696,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,1470908,The Onion,1998,4.17,12062,128
54042,Malone Dies,1433597,Samuel Beckett,1951,3.89,3112,244
8296,"The First Four Years  (Little House, #9)",5300,Laura Ingalls Wilder,1971,3.88,31179,881
773514,"Emily Climbs (Emily, #2)",5350,L.M. Montgomery,1925,4.14,18534,511
151926,"The Ghost Road (Regeneration, #3)",4000,Pat Barker,1995,4.11,13674,469
78129,"Killing Floor (Jack Reacher, #1)",5091,Lee Child,1997,4.05,204783,9001
8680,Fierce Invalids Home from Hot Climates,197,Tom Robbins,2000,4.02,24898,1199
33396914,"Assassin's Quest (Farseer Trilogy, #3)",25307,Robin Hobb,1997,4.18,95773,3557
343881,Cloudstreet,19929,Tim Winton,1991,3.98,17058,1250
25350,"Out of the Silent Planet (Space Trilogy, #1)",1069006,C.S. Lewis,1938,3.93,62283,3064
76740,The Demolished Man,10992,Alfred Bester,1953,4.0,25018,1093
26216087,سینوهه,33472,Mika Waltari,1945,4.1,14865,700
43782,The Mummy (Ramses the Damned #1),7577,Anne Rice,1989,3.82,40623,1036
141828,L'Écume des jours,15959,Boris Vian,1947,4.0,22100,891
11692,The Black Book,1728,Orhan Pamuk,1990,3.9,8143,634
17660,The Tommyknockers,3389,Stephen King,1987,3.51,106453,2158
14286,Open Secrets,6410,Alice Munro,1994,4.08,4444,349
16319,The Body in the Library (Miss Marple #3),123715,Agatha Christie,1942,3.85,50487,2348
161156,The Longest Day,48305,Cornelius Ryan,1959,4.31,17874,468
220969,"Die Trying (Jack Reacher, #2)",5091,Lee Child,1998,4.01,84530,3826
28940,Behind the Scenes at the Museum,10015,Kate Atkinson,1995,3.95,27946,2322
781110,Fever 1793,10003,Laurie Halse Anderson,2000,3.91,91600,5324
2528,All the Names,1285555,José Saramago,1997,3.89,14263,1046
2442,"Witches Abroad (Discworld, #12; Witches #3)",1654,Terry Pratchett,1991,4.22,61820,1589
216377,"VALIS (VALIS Trilogy, #1)",4764,Philip K. Dick,1981,3.94,21094,1268
9601,Bluebeard,2778055,Kurt Vonnegut,1987,4.03,31297,1186
78457,The Unnamable,1433597,Samuel Beckett,1953,4.03,1656,166
31335,Cry to Heaven,7577,Anne Rice,1982,3.84,18547,632
23878688,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,622,Gary Chapman,1990,4.24,221279,9057
48203,The Professor's House,881203,Willa Cather,1925,3.75,6535,524
13927,"Son of the Shadows (Sevenwaters, #2)",8649,Juliet Marillier,2000,4.32,25582,1238
4912,"'Tis A Memoir (Frank McCourt, #2)",3347,Frank McCourt,1999,3.68,49771,2067
30005,Red Harvest,16927,Dashiell Hammett,1929,3.98,20012,1193
55022,"The Neon Rain (Dave Robicheaux, #1)",7031,James Lee Burke,1987,3.97,18462,965
4138,Naked,2849,David Sedaris,1997,4.09,217198,5368
47990,"Jingo (Discworld, #21; City Watch, #4)",1654,Terry Pratchett,1997,4.13,47468,1133
400,Libra,233,Don DeLillo,1988,3.98,12511,706
13042,Kate Vaiden,8167,Reynolds Price,1986,3.92,1347,113
1000718,The Day of the Scorpion,3119,Paul Scott,1968,4.3,1250,92
12885,Lost in the Funhouse,8113,John Barth,1968,3.71,4992,300
5845,A Bend in the River,3989,V.S. Naipaul,1979,3.77,13801,789
11031,The Flanders Panel,40398,Arturo Pérez-Reverte,1990,3.8,16237,830
826845,The Chrysalids,36332,John Wyndham,1955,3.92,36885,1799
60483,Music for Chameleons,431149,Truman Capote,1980,4.07,7668,455
61938,"The Rowan (The Tower and the Hive, #1)",26,Anne McCaffrey,1990,4.03,14519,358
6708,The Power of Now: A Guide to Spiritual Enlightenment,4493,Eckhart Tolle,1997,4.12,142350,6600
12274,Saint Joan,5217,George Bernard Shaw,1923,3.79,6125,239
4692,"The Physician (Cole Family Trilogy, #1)",2934,Noah Gordon,1986,4.36,30782,1649
104089,Tigana,60177,Guy Gavriel Kay,1990,4.12,36408,2169
129237,A Theory of Justice,74263,John Rawls,1971,3.92,9983,190
28695,"City of Golden Shadow (Otherland, #1)",6587,Tad Williams,1996,3.9,22527,772
30935,The Loved One,11315,Evelyn Waugh,1948,3.78,9180,850
73070,"It Had to Be You (Chicago Stars, #1)",41313,Susan Elizabeth Phillips,1994,4.03,53754,2007
432,"City of Glass (The New York Trilogy, #1)",296961,Paul Auster,1985,3.8,12748,795
9555,The Elephant Vanishes,3354,Haruki Murakami,1993,3.87,31746,1902
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",3619,Roger Zelazny,1999,4.31,22736,879
805023,"My Sweet Audrina (Audrina, #1)",1353301,V.C. Andrews,1982,3.88,21814,1075
773951,The Story of Ferdinand,89552,Munro Leaf,1936,4.36,79989,1532
86658,The Secret Agent,3345,Joseph Conrad,1907,3.59,16183,1096
122311,Dancing at the Rascal Fair,70540,Ivan Doig,1987,4.22,5487,542
77478,Object Lessons,3500,Anna Quindlen,1991,3.82,7608,272
120182,The Black Prince,7287,Iris Murdoch,1973,3.95,3612,292
43841,"When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine, #1)",24655,Sharon Kay Penman,1994,4.27,12393,710
23930,The Wild Boys,4462369,William S. Burroughs,1969,3.6,3107,138
174479,The Book of the SubGenius,3180482,SubGenius Foundation,1987,4.1,2062,68
786256,Stellaluna,54711,Janell Cannon,1993,4.23,99504,1383
49011,The Bloody Chamber and Other Stories,27500,Angela Carter,1979,4.0,30735,2602
10589,Bag of Bones,3389,Stephen King,1998,3.89,152039,3494
1029082,De donkere kamer van Damokles,184683,Willem Frederik Hermans,1958,3.83,6925,232
667234,The Cat in the Hat Comes Back,61105,Dr. Seuss,1958,3.84,24141,540
11378,Elmer Gantry,7330,Sinclair Lewis,1927,3.99,4343,398
447,Moon Palace,296961,Paul Auster,1989,4.0,16767,744
28434,JR,15991,William Gaddis,1975,4.29,2437,278
36321,The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death,9494,H.P. Lovecraft,1995,4.27,6002,150
161915,Suddenly Last Summer,7751,Tennessee Williams,1958,3.97,5917,120
26435,The Problem of Pain,1069006,C.S. Lewis,1940,4.09,38570,1437
12764,The Death of Artemio Cruz,1367127,Carlos Fuentes,1962,3.86,7676,465
770051,Olivia,27861,Ian Falconer,2000,4.13,55907,1545
2363958,Grande Sertão: Veredas,95937,João Guimarães Rosa,1956,4.53,2757,169
203073,The Apprenticeship of Duddy Kravitz,114539,Mordecai Richler,1959,3.71,7177,239
12075,Tractatus Logico-Philosophicus,7672,Ludwig Wittgenstein,1921,4.05,13886,475
45546,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,5882,Stephen E. Ambrose,1996,4.22,41847,2195
220970,"Tripwire  (Jack Reacher, #3)",5091,Lee Child,1999,4.09,77939,3056
25587,The Second World War,14033,Winston S. Churchill,1948,4.44,1577,116
158446,Captain Blood,82608,Rafael Sabatini,1922,4.16,12804,713
54258,The Radetzky March,30681,Joseph Roth,1932,4.08,5680,522
24738,The Road to Wellville,1064072,T. Coraghessan Boyle,1993,3.66,5526,376
41014505,"The Bronze Horseman (The Bronze Horseman, #1)",47499,Paullina Simons,2001,4.32,54900,6747
529241,The Snow Goose,92064,Paul Gallico,1941,4.1,3000,372
17799,"South of the Border, West of the Sun",3354,Haruki Murakami,1992,3.87,69827,4142
61942,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",26,Anne McCaffrey,1968,4.22,24420,478
239592,Sacred Hunger,3101,Barry Unsworth,1992,4.1,5582,476
47730,The Complete Poems,26814,Anne Sexton,1981,4.28,13394,334
209574,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",9074,Thich Nhat Hanh,1998,4.33,9780,416
18799,"Sodom and Gomorrah (In Search of Lost Time, #4)",233619,Marcel Proust,1921,4.37,4492,355
109774,Science and Sanity: An Introduction to Non-Aristotelian Systems and General Semantics,63523,Alfred Korzybski,1933,4.39,299,27
9534,"Shadow of the Hegemon (The Shadow Series, #2)",589,Orson Scott Card,2000,3.94,66351,1506
253984,A Time of Gifts,148413,Patrick Leigh Fermor,1977,4.06,5269,630
142296,The Anubis Gates,8835,Tim Powers,1983,3.94,13008,1179
10058,Flags of Our Fathers,6568,James D. Bradley,2000,4.18,45913,1488
24736,World's End,1064072,T. Coraghessan Boyle,1987,4.0,3442,252
144073,"Good Morning, Midnight",25022,Jean Rhys,1939,3.91,5309,511
8128,Anne of Green Gables Boxed Set (Anne of Green Gables #1-3),5350,L.M. Montgomery,1908,4.48,3897,142
50366,An Equal Music,28345,Vikram Seth,1999,3.78,8394,649
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,7372,Philip Gourevitch,1998,4.25,23736,1463
4136,Holidays on Ice,2849,David Sedaris,1997,3.94,97655,4970
194746,No Longer Human,113561,Osamu Dazai,1948,4.08,11350,929
12523033,The Education of Henry Adams,20404,Henry Adams,1918,3.68,2906,297
92417,The Thin Red Line,3999,James  Jones,1962,3.98,11465,216
30919,Scoop,11315,Evelyn Waugh,1937,3.86,15176,797
222093,City,23012,Clifford D. Simak,1952,4.11,11084,647
56616,Double Indemnity,14473,James M. Cain,1936,4.12,16738,901
183586,The Cruel Sea,47118,Nicholas Monsarrat,1951,4.19,5233,260
9532,"Ender's Shadow (The Shadow Series, #1)",589,Orson Scott Card,1999,4.31,136352,4893
188458,A High Wind in Jamaica,295289,Richard Hughes,1929,3.79,7426,694
191943,The Man Without Qualities: Vol. 2,16747,Robert Musil,1933,4.38,813,63
1868171,William Golding's Lord of the Flies (Modern Critical Interpretations),236,Harold Bloom,1996,3.75,455,26
39063,"Titus Groan (Gormenghast, #1)",22018,Mervyn Peake,1946,3.91,13353,1112
58314,The Elementary Particles,32878,Michel Houellebecq,1998,3.79,25093,1511
55403,Black Hawk Down,3098,Mark Bowden,1999,4.28,47108,1378
30628,Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,1069006,C.S. Lewis,1938,4.11,8091,348
10916,The Pact,7128,Jodi Picoult,1998,4.0,248256,9659
11502,The Gift of Asher Lev,7385,Chaim Potok,1990,4.14,6532,375
3103,Maurice,86404,E.M. Forster,1971,4.01,22178,1228
318431,Long Walk to Freedom,367338,Nelson Mandela,1994,4.33,52969,2967
11371,It Can't Happen Here,7330,Sinclair Lewis,1935,3.77,10720,1910
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,41963,Neil Postman,1985,4.16,13771,1707
50696,The Ghost Writer,463,Philip Roth,1979,3.81,8616,634
383022,The Man With the Golden Arm,17220,Nelson Algren,1949,3.89,2310,210
227603,Prozac Nation,4370,Elizabeth Wurtzel,1994,3.59,50540,1665
685172,Incidences,4152890,Daniil Kharms,1939,4.3,1318,72
91981,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",6587,Tad Williams,1988,3.96,54089,1516
5295735,الحرافيش,5835922,Naguib Mahfouz,1977,4.35,11485,1410
92625,The Ones Who Walk Away from Omelas,874602,Ursula K. Le Guin,1973,4.37,10737,849
53410,Blow-Up and Other Stories,25824,Julio Cortázar,1968,4.23,5557,265
113110,First Blood,12535,David Morrell,1972,3.98,5541,442
104344,The Gate to Women's Country,20560,Sheri S. Tepper,1987,4.05,10922,665
32508,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",12470,Michael Connelly,1992,4.1,128547,3631
133394,Our Man in Havana,2533,Graham Greene,1958,3.94,21236,1365
16297,"Cards on the Table (Hercule Poirot, #15)",123715,Agatha Christie,1936,3.91,27101,1302
12936,Gathering Blue,2493,Lois Lowry,2000,3.81,139717,10307
125432,The Night in Lisbon,4116,Erich Maria Remarque,1962,4.23,9319,527
761156,Mumbo Jumbo,10331,Ishmael Reed,1972,3.81,2676,177
19668,"Without Remorse (Jack Ryan Universe, #1)",3892,Tom Clancy,1993,4.17,54092,1101
158217,Journey by Moonlight,5441368,Antal Szerb,1937,4.18,3571,314
103342,Stolen Lives: Twenty Years in a Desert Jail,18575,Malika Oufkir,1999,4.1,25508,2895
25099,"The Sandman, Vol. 2: The Doll's House (The Sandman, #2)",1221698,Neil Gaiman,1990,4.44,68242,2105
52397,"Parable of the Sower (Earthseed, #1)",29535,Octavia E. Butler,1993,4.15,37140,3691
1354214,The Girl in a Swing,7717,Richard  Adams,1980,3.51,1645,153
690866,The Hundred Secret Senses,5246,Amy Tan,1995,3.99,37502,1565
315511,The Young Lions,7735,Irwin Shaw,1948,4.17,2718,148
261689,The Grand Sophy,18067,Georgette Heyer,1950,4.17,21446,2594
4381,Fahrenheit 451,1630,Ray Bradbury,1953,3.98,1328238,37244
239404,Psychotic Reactions and Carburetor Dung,25847,Lester Bangs,1987,4.02,7907,270
280111,Holy Bible: New International Version,5158478,Anonymous,1973,4.59,54717,2046
42447,Strawberry Girl,5310,Lois Lenski,1945,3.86,10965,464
394689,Tales of the Unexpected,4273,Roald Dahl,1979,4.18,9353,491
60211,The Shadow of the Torturer (The Book of the New Sun #1),23069,Gene Wolfe,1980,3.79,18393,1033
4894,Who Moved My Cheese?,3340,Spencer Johnson,1998,3.77,296309,9351
13836,"Wild Magic (Immortals, #1)",8596,Tamora Pierce,1992,4.33,62347,1781
758901,Tutunamayanlar,139434,Oğuz Atay,1972,4.59,7334,281
56140,Cadillac Desert: The American West and Its Disappearing Water,31726,Marc Reisner,1986,4.26,7637,650
959613,A Glastonbury Romance,21508,John Cowper Powys,1932,4.18,287,36
88061,Dreams from My Father: A Story of Race and Inheritance,6356,Barack Obama,1995,3.84,156588,6401
537296,"Frog and Toad Are Friends (Frog and Toad, #1)",12447,Arnold Lobel,1970,4.19,76697,1224
420278,The Complete Poems 1927-1979,41588,Elizabeth Bishop,1980,4.19,10934,258
94034,Q,36686,Luther Blissett,1999,4.15,5426,401
333314,Murphy,1433597,Samuel Beckett,1938,3.86,4218,275
581552,In the Penal Colony,5223,Franz Kafka,1919,3.99,12921,676
40117,The Unconsoled,4280,Kazuo Ishiguro,1995,3.52,8459,1066
16842,A Single Man,10229,Christopher Isherwood,1964,4.1,19907,1497
2176,Flaubert's Parrot,1462,Julian Barnes,1984,3.66,10597,804
10882,Hell's Angels: A Strange and Terrible Saga,5237,Hunter S. Thompson,1966,4.0,36365,1332
77504,"Blue Mars (Mars Trilogy, #3)",1858,Kim Stanley Robinson,1996,3.93,23145,664
13912,A Beautiful Mind,8644,Sylvia Nasar,1998,4.12,112067,1222
45961,Soul Mountain,25708,Gao Xingjian,1989,3.57,3818,451
24780,"The Book of Three (The Chronicles of Prydain, #1)",8924,Lloyd Alexander,1964,4.0,64005,2719
62798,The Temple of the Golden Pavilion,35258,Yukio Mishima,1956,3.98,9057,550
64533,The Crusades Through Arab Eyes,36378,Amin Maalouf,1983,4.17,6031,495
43805,Servant of the Bones,7577,Anne Rice,1996,3.71,27089,485
30593,Pnin,5152,Vladimir Nabokov,1957,3.9,15732,1142
52350,The Stepford Wives,8050,Ira Levin,1972,3.73,24089,1756
723456,Capitães da Areia,52683,Jorge Amado,1937,4.19,11055,357
395922,"The Awakening (The Vampire Diaries, #1)",50873,L.J. Smith,1991,3.4,57156,3203
30512,Paddy Clarke Ha Ha Ha,10108,Roddy Doyle,1993,3.75,18148,760
77298,Aunt Julia and the Scriptwriter,22515,Mario Vargas Llosa,1977,3.91,13798,882
256280,The Siege of Krishnapur,1417512,J.G. Farrell,1973,3.9,5467,487
23876,Of Love and Other Demons,13450,Gabriel García Márquez,1994,3.98,46266,2069
104613,Watt,1433597,Samuel Beckett,1953,3.97,2452,174
18864,The Rum Diary,5237,Hunter S. Thompson,1998,3.84,46783,1940
86147,"Bright Lights, Big City",14079,Jay McInerney,1984,3.76,25705,1361
116236,The Education of Little Tree,67388,Forrest Carter,1976,4.1,12906,1474
778310,Tender Buttons,9325,Gertrude Stein,1909,3.77,4887,308
15047,The Passion,9399,Jeanette Winterson,1987,4.11,16424,1168
14431,"Rites of Passage (To the Ends of the Earth, #1)",306,William Golding,1980,3.61,2920,152
71771,"The Bastard (Kent Family Chronicles, #1)",5768,John Jakes,1974,4.1,20688,421
29983,The Works of H.G. Wells,880695,H.G. Wells,1924,4.14,485,23
47957,"Heir to the Shadows (The Black Jewels, #2)",26897,Anne Bishop,1999,4.33,22174,625
6159,Reservation Blues,4174,Sherman Alexie,1995,3.98,11717,846
10444,"Ballet Shoes (Shoes, #1)",2951738,Noel Streatfeild,1936,4.06,30081,1143
537066,Cottonmouth Kisses,296340,Clint Catalyst,2000,4.11,120,15
92373,The Third Twin,3447,Ken Follett,1996,3.67,20538,881
1938342,"The Naomi Poems, Book One: Corpse and Beans",161460,Bill Knott,1968,4.62,71,11
365412,The Collected Stories,51575,Colette,1958,4.14,999,47
25101,"Season of Mists (The Sandman, #4)",1221698,Neil Gaiman,1990,4.54,54593,1447
374612,Ask Dr. Mueller: The Writings of Cookie Mueller ,174213,Cookie Mueller,1996,4.48,212,32
24790,Paula,2238,Isabel Allende,1994,4.09,26465,1695
88389,The Discovery of Heaven,44694,Harry Mulisch,1992,4.17,10347,472
13891,"Winter's Heart (Wheel of Time, #9)",6252,Robert Jordan,2000,3.93,86427,1566
3384,Girlfriend in a Coma,1886,Douglas Coupland,1998,3.61,17205,776
275505,Alcools,66522,Guillaume Apollinaire,1913,4.04,4610,85
46601,"An Echo in the Darkness (Mark of the Lion, #2)",6492,Francine Rivers,1994,4.61,36889,1511
572764,Auntie Mame,41992,Jerome Lawrence,1960,4.25,745,16
1644043,"History of the English Speaking People, 4 Vols",14033,Winston S. Churchill,1958,4.31,1194,114
26931,Cloudsplitter,15128,Russell Banks,1998,3.9,3723,437
76546,The Wild Iris,5559570,Louise Glück,1992,4.2,5545,273
5942,Anil's Ghost,4030,Michael Ondaatje,2000,3.55,13817,1140
104734,The Vagina Monologues: The V-Day Edition,60609,Eve Ensler,1996,3.87,24293,1690
951749,"The Dying Earth (The Dying Earth, #1)",5376,Jack Vance,1950,3.93,6495,413
24384,The Cricket in Times Square,13705,George Selden,1960,4.01,54928,1455
64895,Cod: A Biography of the Fish that Changed the World,1847,Mark Kurlansky,1988,3.9,16960,1213
63689,The Great Railway Bazaar,9599,Paul Theroux,1975,3.91,14460,720
111151,The Love of a Good Woman,6410,Alice Munro,1998,4.04,6339,557
27523,"Left Behind (Left Behind, #1)",7625163,Tim LaHaye,1995,3.82,182144,3456
92121,Nine Princes in Amber (The Chronicles of Amber #1),3619,Roger Zelazny,1970,4.1,44225,1617
169875,"Searching for Dragons (Enchanted Forest Chronicles, #2)",36122,Patricia C. Wrede,1991,4.26,39022,956
15888,An Instance of the Fingerpost,9833,Iain Pears,1997,3.94,19957,1181
480570,"The First Man in Rome (Masters of Rome, #1)",4917067,Colleen McCullough,1990,4.1,17802,806
2137,A Home at the End of the World,1432,Michael Cunningham,1990,3.9,16105,846
25106,"Fables &amp; Reflections (The Sandman, #6)",1221698,Neil Gaiman,1990,4.45,43300,1081
48800,The Third Man,2533,Graham Greene,1949,3.83,10183,572
60926,"Lilith's Brood (Xenogenesis, #1-3)",29535,Octavia E. Butler,1987,4.32,11691,867
70105,The Counterfeiters,7617,André Gide,1925,3.86,6813,249
743599,"Beyond the Highland Mist (Highlander, #1)",48206,Karen Marie Moning,1999,3.98,59838,2811
276767,The Word for World is Forest,874602,Ursula K. Le Guin,1972,3.94,11509,947
159177,"Love and War (North and South, #2)",5768,John Jakes,1984,4.11,15443,274
568236,A Distant Mirror:  The Calamitous 14th Century,137261,Barbara W. Tuchman,1978,4.08,26401,1152
26950,The Custom of the Country,16,Edith Wharton,1913,4.02,8505,802
65217,The Five Chinese Brothers,36812,Claire Huchet Bishop,1938,4.18,21546,366
6819,Ghostwritten: A Novel in Nine Parts,6538289,David Mitchell,1999,4.06,23486,2043
184356,History of the Russian Revolution,65974,Leon Trotsky,1918,4.19,1216,65
74616,Walking Across Egypt,42288,Clyde Edgerton,1987,3.9,5207,544
139855,Knowing God,1145220,J.I. Packer,1973,4.3,37650,802
3398,Señor Vivo and the Coca Lord,2313,Louis de Bernières,1991,4.1,3646,167
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",4,Douglas Adams,1992,3.97,92779,2101
25078,Savage Inequalities: Children in America's Schools,14084,Jonathan Kozol,1991,4.24,14860,674
6539,"The Body Farm (Kay Scarpetta, #5)",1025097,Patricia Cornwell,1994,4.05,57720,1119
53109,Duino Elegies and The Sonnets to Orpheus,7906,Rainer Maria Rilke,1923,4.49,1725,106
112,Children of Dune (Dune Chronicles #3),58,Frank Herbert,1976,3.91,88359,1655
59415,Terra Nostra,1367127,Carlos Fuentes,1975,4.11,881,78
401514,Alive: The Story of the Andes Survivors,40311,Piers Paul Read,1974,4.1,56749,1074
86336,The Paul Street Boys,1216116,Ferenc Molnár,1907,4.17,8146,268
91688,Babel Tower,1169504,A.S. Byatt,1996,3.81,2470,161
219879,The Piano Teacher,128607,Elfriede Jelinek,1983,3.54,7430,721
38456,Early Novels &amp; Stories: Go Tell It on the Mountain / Giovanni’s Room / Another Country / Going to Meet the Man,10427,James Baldwin,1998,4.39,614,28
86172,A Man in Full,3083854,Tom Wolfe,1998,3.82,14809,829
5350,The Partner,721,John Grisham,1997,3.9,98673,2145
6596,The Four Agreements: A Practical Guide to Personal Freedom,4402,Miguel Ruiz,1997,4.14,136480,7589
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",1077326,J.K. Rowling,2007,4.62,2078115,57026
2767052,"The Hunger Games (The Hunger Games, #1)",153394,Suzanne Collins,2008,4.33,5541579,161101
77203,The Kite Runner,569,Khaled Hosseini,2003,4.27,2082471,64919
19063,The Book Thief,11466,Markus Zusak,2005,4.36,1493641,101221
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",1077326,J.K. Rowling,2005,4.55,2000859,31843
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",1077326,J.K. Rowling,2003,4.48,2051056,33495
4667024,The Help,1943477,Kathryn Stockett,2009,4.46,1798199,80842
128029,A Thousand Splendid Suns,569,Khaled Hosseini,2007,4.35,965242,47222
4214,Life of Pi,811,Yann Martel,2001,3.89,1154219,44886
6148028,"Catching Fire (The Hunger Games, #2)",153394,Suzanne Collins,2009,4.29,2134094,91128
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",706255,Stieg Larsson,2005,4.13,2193090,65049
18619684,The Time Traveler's Wife,498072,Audrey Niffenegger,2003,3.96,1411736,45256
11870085,The Fault in Our Stars,1406384,John Green,2012,4.24,2896696,147615
968,"The Da Vinci Code (Robert Langdon, #2)",630,Dan Brown,2003,3.81,1673803,43819
6288,The Road,4178,Cormac McCarthy,2006,3.96,615019,41488
43641,Water for Elephants,24556,Sara Gruen,2006,4.08,1204104,57236
1618,The Curious Incident of the Dog in the Night-Time,1050,Mark Haddon,2003,3.86,1012278,39352
7260188,"Mockingjay (The Hunger Games, #3)",153394,Suzanne Collins,2010,4.03,2016435,98672
862041,"Harry Potter Series Box Set (Harry Potter, #1-7)",1077326,J.K. Rowling,2007,4.74,222730,6869
12232938,The Lovely Bones,316,Alice Sebold,2002,3.79,1791482,38363
2187,Middlesex,1467,Jeffrey Eugenides,2002,3.99,540253,21950
41865,"Twilight (Twilight, #1)",941441,Stephenie Meyer,2005,3.58,4296702,98181
13335037,"Divergent (Divergent, #1)",4039811,Veronica Roth,2011,4.22,2503995,104531
6867,Atonement,2408,Ian McEwan,2001,3.89,392768,15769
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",15872,Rick Riordan,2005,4.24,1631923,51062
256683,"City of Bones (The Mortal Instruments, #1)",150038,Cassandra Clare,2007,4.11,1389370,55643
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",815,Carlos Ruiz Zafón,2001,4.26,363012,28346
4588,Extremely Loud and Incredibly Close,2617,Jonathan Safran Foer,2005,3.97,347811,22151
37435,The Secret Life of Bees,4711,Sue Monk Kidd,2001,4.03,1003655,28108
30165203,American Gods,1221698,Neil Gaiman,2001,4.11,622244,32787
7445,The Glass Castle,3275,Jeannette Walls,2005,4.25,746670,46365
10917,My Sister's Keeper,7128,Jodi Picoult,2004,4.06,957333,31976
960,"Angels &amp; Demons  (Robert Langdon, #1)",630,Dan Brown,2000,3.88,2305093,26700
5060378,"The Girl Who Played with Fire (Millennium, #2)",706255,Stieg Larsson,2006,4.23,719832,32574
6334,Never Let Me Go,4280,Kazuo Ishiguro,2005,3.81,379487,26032
49628,Cloud Atlas,6538289,David Mitchell,2004,4.02,188260,17990
1656001,"The Host (The Host, #1)",941441,Stephenie Meyer,2008,3.84,813695,40617
1162543,"Breaking Dawn (Twilight, #4)",941441,Stephenie Meyer,2008,3.69,1159766,45455
39832183,The Guernsey Literary and Potato Peel Pie Society,1194527,Mary Ann Shaffer,2008,4.14,488882,46132
2184798,Blood River: A Journey to Africa's Broken Heart,534082,Tim Butcher,2007,4.05,6391,570
428263,"Eclipse (Twilight, #3)",941441,Stephenie Meyer,2007,3.69,1248683,36135
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",706255,Stieg Larsson,2007,4.21,572649,27751
19501,"Eat, Pray, Love",11679,Elizabeth Gilbert,2006,3.53,1309566,51445
49041,"New Moon (Twilight, #2)",941441,Stephenie Meyer,2006,3.52,1274276,45176
3777732,"City of Glass (The Mortal Instruments, #3)",150038,Cassandra Clare,2009,4.33,700473,24628
4929,Kafka on the Shore,3354,Haruki Murakami,2002,4.13,232200,15937
2213661,The Graveyard Book,1221698,Neil Gaiman,2008,4.13,371762,26984
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",108424,Patrick Rothfuss,2007,4.55,551074,33817
31685789,Room,23613,Emma Donoghue,2010,4.04,618974,44596
1582996,"City of Ashes (The Mortal Instruments, #2)",150038,Cassandra Clare,2008,4.2,639178,25680
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",798,Steven D. Levitt,2005,3.95,596684,14676
297673,The Brief Wondrous Life of Oscar Wao,55215,Junot Díaz,2007,3.9,203611,18116
3805,The Corrections,2578,Jonathan Franzen,2001,3.79,141784,8721
21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",5869,Erik Larson,2003,3.99,413496,28626
345627,Vampire Academy (Vampire Academy #1),137902,Richelle Mead,2007,4.13,493011,20823
40440,The Thirteenth Tale,22665,Diane Setterfield,2006,3.95,243375,20531
12691,Marley and Me: Life and Love With the World's Worst Dog,8002,John Grogan,2005,4.13,413688,13846
30236962,The Historian,5918,Elizabeth Kostova,2005,3.78,222524,15092
256566,Everything Is Illuminated,2617,Jonathan Safran Foer,2002,3.9,153748,7447
